"","x"
"365",0.845132697818228
"366",0.848075067175947
"367",0.841139675603973
"368",0.891904141092257
"369",0.795219241327908
"370",0.841707934000572
"371",0.824349316062251
"372",0.853212824028138
"373",0.842522219133265
"374",0.842771962036428
"375",0.873147385284364
"376",0.861195850998697
"377",0.842969983924769
"378",0.84199153911441
"379",0.840792348805376
"380",0.846963907365331
"381",0.830711760644914
"382",0.876701289129534
"383",0.878582050966719
"384",0.825660499940218
"385",0.880576980663363
"386",0.881312227362467
"387",0.864491260334827
"388",0.864218094526463
"389",0.865446832496013
"390",0.861669126348506
"391",0.856873076360843
"392",0.892319665142545
"393",0.844413528496448
"394",0.871459326999355
"395",0.865181634937282
"396",0.800067643638516
"397",0.871863671886025
"398",0.844729281211979
"399",0.839336358513191
"400",0.885247959914255
"401",0.829535669404753
"402",0.852216708467745
"403",0.820888730101424
"404",0.865489196882336
"405",0.862298801171871
"406",0.819360148428291
"407",0.841986896863894
"408",0.888910637914703
"409",0.825416445509206
"410",0.879747845033793
"411",0.86174667924494
"412",0.821803771060729
"413",0.873081645499749
"414",0.832753656269552
"415",0.848333575149504
"416",0.854447455399373
"417",0.847890758234101
"418",0.867224574406583
"419",0.871596496104486
"420",0.855956070318303
"421",0.804107197294624
"422",0.858681186935377
"423",0.860057435397812
"424",0.858306327378577
"425",0.878060538449967
"426",0.829609632947159
"427",0.864256618091921
"428",0.831240117793811
"429",0.844426191179796
"430",0.876735619012311
"431",0.863468324706277
"432",0.859929757942379
"433",0.847343134853909
"434",0.856791050214231
"435",0.837850717712913
"436",0.851977323505519
"437",0.828575692257004
"438",0.870343994508989
"439",0.840700065157427
"440",0.828398739924549
"441",0.8382624993639
"442",0.874610420652346
"443",0.864441794859393
"444",0.8669767217624
"445",0.830647772886846
"446",0.884390569655913
"447",0.881979477617718
"448",0.8364801033477
"449",0.868484846212957
"450",0.873522979748895
"451",0.883175298130164
"452",0.862402106094238
"453",0.843542367320449
"454",0.846494237078653
"455",0.855711157118731
"456",0.869826897236629
"457",0.876665416199776
"458",0.857409683738982
"459",0.874975027825741
"460",0.850534545539737
"461",0.882185028411149
"462",0.876538630392413
"463",0.849273562904478
"464",0.843716078079238
"465",0.866340314126769
"466",0.832245735324657
"467",0.877133055949019
"468",0.861135808300817
"469",0.849887146006931
"470",0.841360719330607
"471",0.849503420568206
"472",0.849745441764509
"473",0.860664513411573
"474",0.854140662946825
"475",0.853774127598713
"476",0.873654934408217
"477",0.848699459981714
"478",0.847422136435993
"479",0.827359695789776
"480",0.818855592357973
"481",0.825287791090194
"482",0.86599616387467
"483",0.849315503007743
"484",0.815574556825741
"485",0.869682068784936
"486",0.844002947984543
"487",0.818286407518794
"488",0.827559835295889
"489",0.842189479758877
"490",0.808511409989887
"491",0.836976860867016
"492",0.887175632734571
"493",0.865693234585039
"494",0.853509935037816
"495",0.843373676264675
"496",0.847736456439376
"497",0.868186595786161
"498",0.876580759304513
"499",0.80180045134553
"500",0.796643646920784
"501",0.850599348220104
"502",0.863393123686032
"503",0.845842682878512
"504",0.855459200879581
"505",0.826318336618541
"506",0.826997649967446
"507",0.862063425466418
"508",0.848470471104567
"509",0.896844038544644
"510",0.847806070775731
"511",0.843035596221425
"512",0.856236254270994
"513",0.870979236725962
"514",0.828385792013465
"515",0.835209170018781
"516",0.871204218441331
"517",0.853193825242778
"518",0.839847468698812
"519",0.838632926359526
"520",0.808520573543461
"521",0.854829265678606
"522",0.85916712052702
"523",0.839750694701235
"524",0.851317997841252
"525",0.845168058136723
"526",0.872306217223017
"527",0.815943807941902
"528",0.841728842640208
"529",0.857094923798556
"530",0.843915898706263
"531",0.823809630083842
"532",0.857679106184201
"533",0.864346186112223
"534",0.851225930109127
"535",0.840159249277212
"536",0.848206094377189
"537",0.789466985334078
"538",0.854296469638624
"539",0.870710394784466
"540",0.839446208778232
"541",0.85486263868714
"542",0.840878016526052
"543",0.836241943578087
"544",0.825253966145667
"545",0.868125110042522
"546",0.862795808509678
"547",0.795914614907312
"548",0.88024323005058
"549",0.880682230358826
"550",0.825636239468704
"551",0.838068160677559
"552",0.808244615445098
"553",0.857152358062046
"554",0.828832816693071
"555",0.853431800253146
"556",0.846247272693935
"557",0.814538274828129
"558",0.826117353693341
"559",0.863572256370887
"560",0.844636835367161
"561",0.887699802475585
"562",0.876895119120939
"563",0.856478279635275
"564",0.833383690751861
"565",0.846978490802896
"566",0.870070572236352
"567",0.829462847066705
"568",0.887532404533753
"569",0.881522664694261
"570",0.852772690348197
"571",0.834012653000107
"572",0.840575937220454
"573",0.866584834307643
"574",0.848706334641915
"575",0.878292665271406
"576",0.858018714300885
"577",0.866769237522887
"578",0.84794826743255
"579",0.844019422312964
"580",0.843506357801664
"581",0.834649603440809
"582",0.904507515087679
"583",0.853712635852506
"584",0.868276873598497
"585",0.897159854547565
"586",0.888898261116908
"587",0.865596477253529
"588",0.899049884649953
"589",0.85748943087903
"590",0.88237075082344
"591",0.79315816304548
"592",0.838708862664193
"593",0.859079904300397
"594",0.831442186573156
"595",0.867615934535353
"596",0.871570858823176
"597",0.88533021941995
"598",0.846501615288968
"599",0.862794064696105
"600",0.850435641651756
"601",0.809202729878535
"602",0.875386809648127
"603",0.843792578511098
"604",0.872057709738951
"605",0.872516473301036
"606",0.858427603857164
"607",0.836171252393926
"608",0.82042244252267
"609",0.837642078382865
"610",0.836909113490213
"611",0.875088134221251
"612",0.824614592917372
"613",0.835508483859545
"614",0.830428854216648
"615",0.861962250868069
"616",0.825648313228886
"617",0.833406618470314
"618",0.849765060769375
"619",0.859946559363088
"620",0.851008845099591
"621",0.871642810848926
"622",0.850048201670675
"623",0.840600659642321
"624",0.862813155488618
"625",0.834281312695249
"626",0.862566799969482
"627",0.818494308596537
"628",0.854248715751292
"629",0.854445883237787
"630",0.871395582344508
"631",0.821497238825236
"632",0.855414007264817
"633",0.879224577623998
"634",0.838034075494263
"635",0.853368768503925
"636",0.872296842970612
"637",0.854977435317793
"638",0.871332031107938
"639",0.823484483177824
"640",0.856303950264181
"641",0.838133483579282
"642",0.906982847907724
"643",0.874923641109845
"644",0.863717945707338
"645",0.845890902959217
"646",0.836388828668405
"647",0.834774031303654
"648",0.883230716755914
"649",0.839913949321704
"650",0.849677077209966
"651",0.88247252687161
"652",0.835183994246144
"653",0.836708896369972
"654",0.8817500903345
"655",0.853789437899709
"656",0.842161272465907
"657",0.849846636326878
"658",0.801838274678383
"659",0.864403510344624
"660",0.870580719807282
"661",0.897929904434769
"662",0.835631487465061
"663",0.896155725848144
"664",0.835671098971616
"665",0.849427469808109
"666",0.8798430829404
"667",0.832629907772469
"668",0.863753604507275
"669",0.837434440412058
"670",0.82080282981359
"671",0.877871646837666
"672",0.83532584649558
"673",0.838238417376928
"674",0.840167735584253
"675",0.889482725242394
"676",0.860018552106231
"677",0.869995072657654
"678",0.858513568252115
"679",0.868397810292986
"680",0.838120998360228
"681",0.850995544318404
"682",0.847790824423206
"683",0.887043686448143
"684",0.833837534390127
"685",0.869290739303588
"686",0.858638344726008
"687",0.849337118090749
"688",0.852452417960061
"689",0.84795283563544
"690",0.855267344904704
"691",0.836004864179497
"692",0.845430981700589
"693",0.882404358194522
"694",0.862179475342823
"695",0.850028470731743
"696",0.886798290721342
"697",0.80750723175508
"698",0.875273005498882
"699",0.866450963488569
"700",0.867252144669694
"701",0.858076392953921
"702",0.888839481407682
"703",0.855862705693921
"704",0.815081901292032
"705",0.871965418289015
"706",0.872828254842498
"707",0.840466973690654
"708",0.858728197702306
"709",0.802520239128324
"710",0.843573298557682
"711",0.891583322369919
"712",0.849271890574477
"713",0.808222018935648
"714",0.825583738838478
"715",0.866520590071001
"716",0.860368524641796
"717",0.834098489227553
"718",0.859118240658821
"719",0.852566271403041
"720",0.858991460126502
"721",0.897146725323945
"722",0.868977774258752
"723",0.847100266923332
"724",0.861627897803386
"725",0.879364265015222
"726",0.862431790111957
"727",0.849893126224552
"728",0.846342565983238
"729",0.888141135624876
"730",0.839643392400111
"731",0.833935246498467
"732",0.852177156049995
"733",0.817313054975548
"734",0.846670247761476
"735",0.877824404104413
"736",0.881876745051265
"737",0.834630421222209
"738",0.859728522570214
"739",0.887912516113252
"740",0.805636615026199
"741",0.809686447635493
"742",0.88051689936431
"743",0.855339871935185
"744",0.864205989435016
"745",0.83442440374256
"746",0.860287790884362
"747",0.865237646122555
"748",0.886695794096933
"749",0.848113695771905
"750",0.854040252595577
"751",0.830298315818497
"752",0.814567936216168
"753",0.868224821051639
"754",0.865896711492769
"755",0.837917557544033
"756",0.826406569791044
"757",0.853327019338607
"758",0.863220624212672
"759",0.904144952537785
"760",0.865292436576068
"761",0.85176054066772
"762",0.82567246010772
"763",0.831792497818804
"764",0.876076571204569
"765",0.837177304382878
"766",0.873219094672557
"767",0.837926928363258
"768",0.864756981323679
"769",0.87586636362027
"770",0.863233159080417
"771",0.856742004264616
"772",0.850500844904465
"773",0.883649339561796
"774",0.870018325946282
"775",0.896437113788275
"776",0.869231996128802
"777",0.871728532532514
"778",0.874962017561418
"779",0.819752024556237
"780",0.845366037543439
"781",0.838136523622803
"782",0.864304968061525
"783",0.844250573792462
"784",0.836862034381766
"785",0.869542743841221
"786",0.890281555267498
"787",0.831450674020563
"788",0.832514058959827
"789",0.840015685914536
"790",0.861313015299045
"791",0.866454644876003
"792",0.832872864619205
"793",0.837855708136579
"794",0.834501228703509
"795",0.86319329427876
"796",0.827761764169861
"797",0.868415537660375
"798",0.873821151162429
"799",0.867165447886427
"800",0.849897427751496
"801",0.854100024155542
"802",0.862701682557193
"803",0.846975441164659
"804",0.866199765667745
"805",0.834355793067519
"806",0.868337112986098
"807",0.854235128952482
"808",0.836079718422079
"809",0.862807898579209
"810",0.861161444289421
"811",0.844878085170006
"812",0.826580690756485
"813",0.862572132199314
"814",0.846519295872579
"815",0.864550178840954
"816",0.870775446292514
"817",0.853605405416337
"818",0.85075012824837
"819",0.817700331010367
"820",0.865111388387243
"821",0.867435075907076
"822",0.836744197527379
"823",0.839674896500276
"824",0.867964517427956
"825",0.840054032216635
"826",0.877550275943371
"827",0.822082104436561
"828",0.806183492086349
"829",0.826621929098623
"830",0.853217502683937
"831",0.82058521342517
"832",0.852176001468374
"833",0.861756653028694
"834",0.857735685721827
"835",0.863131832381443
"836",0.870785220666955
"837",0.875764741979214
"838",0.850749972152924
"839",0.893924038052233
"840",0.855062338731973
"841",0.88950301470034
"842",0.869075667235882
"843",0.866436482400385
"844",0.824299314559155
"845",0.903763295991717
"846",0.819134026631263
"847",0.854310917879876
"848",0.849986776305367
"849",0.837635357402448
"850",0.834836901994055
"851",0.862686727400155
"852",0.882866448718179
"853",0.854912325225437
"854",0.866918728805202
"855",0.855183288715695
"856",0.844565078728351
"857",0.865854870838658
"858",0.83064779002746
"859",0.843322862960057
"860",0.875489020680616
"861",0.845189068570002
"862",0.861932883467201
"863",0.863139574430367
"864",0.839324636566526
"865",0.846070255917132
"866",0.824505709204306
"867",0.846342919841984
"868",0.845869801477306
"869",0.856002592024222
"870",0.836141977295398
"871",0.873055435311775
"872",0.862656430766364
"873",0.845386595602707
"874",0.883475633801528
"875",0.831552895001046
"876",0.870893373158869
"877",0.856181507768602
"878",0.849028922580982
"879",0.874738761533782
"880",0.874197905355272
"881",0.857331583983708
"882",0.878291245298561
"883",0.866433004550663
"884",0.843337321151069
"885",0.86717531054179
"886",0.865795969308694
"887",0.824198752648832
"888",0.880303118021858
"889",0.863439383665511
"890",0.850700276053894
"891",0.889952597492537
"892",0.821943863063326
"893",0.87853759043038
"894",0.876268413852713
"895",0.873976620640436
"896",0.879099056973397
"897",0.853379287273613
"898",0.810642196724073
"899",0.85388868179974
"900",0.817682309946927
"901",0.821179548501553
"902",0.869823844076918
"903",0.860546921181151
"904",0.838747362093166
"905",0.821716861646871
"906",0.849666281626611
"907",0.855544127097093
"908",0.864335664187923
"909",0.890650977075758
"910",0.870094614969952
"911",0.856687954162153
"912",0.851015818208627
"913",0.84255522329081
"914",0.850456178302259
"915",0.839012795262959
"916",0.875538238966585
"917",0.80647494111014
"918",0.842055257793736
"919",0.813648440419335
"920",0.879545406480942
"921",0.868122065060873
"922",0.878585247317515
"923",0.866127069973921
"924",0.833685352133222
"925",0.85436105428753
"926",0.8612985870575
"927",0.864022390775325
"928",0.831486290805755
"929",0.858773754747751
"930",0.860484096903847
"931",0.808964537776455
"932",0.87248102641896
"933",0.813786053557493
"934",0.8534467494035
"935",0.848048855812882
"936",0.871930889671992
"937",0.819698902589916
"938",0.798573924984026
"939",0.841416686296101
"940",0.852427815150509
"941",0.875461460105744
"942",0.846683050858961
"943",0.83297907489766
"944",0.838855094818651
"945",0.862386542341932
"946",0.847317152561746
"947",0.881761278098493
"948",0.860164858516822
"949",0.847599476501641
"950",0.825383045867786
"951",0.864672023039006
"952",0.852263566991955
"953",0.855928345973441
"954",0.84980047426199
"955",0.832352659890797
"956",0.828166039267697
"957",0.830583198254274
"958",0.873866477263298
"959",0.856057589635361
"960",0.87897530603173
"961",0.858170206832514
"962",0.836690490381446
"963",0.834950747492993
"964",0.848668138999316
"965",0.885719243559001
"966",0.843330031351215
"967",0.864695411356719
"968",0.836397870998232
"969",0.844343878377637
"970",0.856726820952768
"971",0.855889686183264
"972",0.883657193274046
"973",0.865803574660216
"974",0.833298469837221
"975",0.813306852414007
"976",0.8770474595889
"977",0.883446852141318
"978",0.858772424713643
"979",0.865444240723662
"980",0.851178018277613
"981",0.847054536278944
"982",0.866687342051355
"983",0.860609904571682
"984",0.833924526956631
"985",0.844102962763409
"986",0.857958204873037
"987",0.852749845186182
"988",0.849883955892406
"989",0.849703844128826
"990",0.856022551758623
"991",0.815223928719375
"992",0.850733691916652
"993",0.834911561191747
"994",0.847180668497398
"995",0.872658874367118
"996",0.831461516073023
"997",0.851929837535832
"998",0.873701126741541
"999",0.823423178790826
"1000",0.869828766259296
"1001",0.843609525366809
"1002",0.867335861515896
"1003",0.80754840866535
"1004",0.855669278438086
"1005",0.791498644661783
"1006",0.878304954169723
"1007",0.831406869343184
"1008",0.814269649467624
"1009",0.863758706556126
"1010",0.852111443438191
"1011",0.825316260464308
"1012",0.854834196281127
"1013",0.884554065314004
"1014",0.85940722526309
"1015",0.841091136678253
"1016",0.859543455022143
"1017",0.832948105790599
"1018",0.86829353478294
"1019",0.868985565702295
"1020",0.860380517822575
"1021",0.817864450697001
"1022",0.853777013887824
"1023",0.860543905579109
"1024",0.852349592986958
"1025",0.844456241079051
"1026",0.828821480465265
"1027",0.830324509358904
"1028",0.885265156281242
"1029",0.852442151456425
"1030",0.813501278503635
"1031",0.836467241933099
"1032",0.837929440455103
"1033",0.842825283287072
"1034",0.881583975424936
"1035",0.874500408092431
"1036",0.847518607598761
"1037",0.877521436464135
"1038",0.874385980183612
"1039",0.848824532105436
"1040",0.838886935370199
"1041",0.862919233986667
"1042",0.818604497677909
"1043",0.842622929020253
"1044",0.871060147236599
"1045",0.850204555333528
"1046",0.889890497356637
"1047",0.850422422857345
"1048",0.848287715473168
"1049",0.871022072200567
"1050",0.795915366686661
"1051",0.877366746290014
"1052",0.868480789735698
"1053",0.82710185052871
"1054",0.880887677246685
"1055",0.833583311411749
"1056",0.849934033614155
"1057",0.869554859416862
"1058",0.850045826683116
"1059",0.816781507732373
"1060",0.848052409988433
"1061",0.801916767909205
"1062",0.857922895039037
"1063",0.819325005492261
"1064",0.865327271745587
"1065",0.877777949967009
"1066",0.886495414613325
"1067",0.848469976313273
"1068",0.845861847976975
"1069",0.876847025092753
"1070",0.836255773684719
"1071",0.851969069776938
"1072",0.861920074199841
"1073",0.846973364679351
"1074",0.858612948971485
"1075",0.825971320779645
"1076",0.880131252056484
"1077",0.844951295399605
"1078",0.807140481604069
"1079",0.859119652390629
"1080",0.890778594487354
"1081",0.816151481115222
"1082",0.831102650454787
"1083",0.903055830630187
"1084",0.844953061190464
"1085",0.841125639813284
"1086",0.884147993199739
"1087",0.852447241539952
"1088",0.859299632833075
"1089",0.820950633525107
"1090",0.852709603413418
"1091",0.899200211478164
"1092",0.840637396492422
"1093",0.850907339977287
"1094",0.880478418390611
"1095",0.861557590408954
"1096",0.867106837316297
"1097",0.826789220321464
"1098",0.885193014094775
"1099",0.89035547822386
"1100",0.894376772517645
"1101",0.851068568522427
"1102",0.899312764268732
"1103",0.863689236363698
"1104",0.86699348959535
"1105",0.786693488253759
"1106",0.884357786824295
"1107",0.872430639117528
"1108",0.829074745186744
"1109",0.850527672461059
"1110",0.838992506719658
"1111",0.853444119744099
"1112",0.810609447551601
"1113",0.818153067854914
"1114",0.835012706022058
"1115",0.83655375370804
"1116",0.867639019079919
"1117",0.87193154478792
"1118",0.85650544697651
"1119",0.832890624004645
"1120",0.848205900394246
"1121",0.814375223570774
"1122",0.839241307428422
"1123",0.85399162049753
"1124",0.886281669065487
"1125",0.808123253934043
"1126",0.855437732941542
"1127",0.850539210125477
"1128",0.871455127945233
"1129",0.859295827877851
"1130",0.836541591197767
"1131",0.84180463678644
"1132",0.846265158765089
"1133",0.856961677814083
"1134",0.852210910197518
"1135",0.869864525288
"1136",0.827784573426467
"1137",0.855529972373782
"1138",0.846687240225552
"1139",0.80978037516572
"1140",0.88807844345142
"1141",0.862866615008199
"1142",0.843461345736452
"1143",0.846446105582403
"1144",0.853732182905205
"1145",0.865966195364185
"1146",0.820388558435992
"1147",0.828960793687684
"1148",0.858823465777964
"1149",0.883262250466123
"1150",0.841272301579327
"1151",0.834584102175047
"1152",0.854676969316062
"1153",0.850271718273582
"1154",0.871790582707883
"1155",0.896139038981675
"1156",0.854189388211835
"1157",0.849224306847873
"1158",0.824733653534625
"1159",0.856072296258381
"1160",0.836640856590911
"1161",0.845558686143148
"1162",0.848446375772701
"1163",0.847213862831519
"1164",0.866474549480127
"1165",0.873190122935214
"1166",0.850976511687733
"1167",0.855627140017012
"1168",0.83469082642543
"1169",0.860139310160848
"1170",0.857393172236818
"1171",0.805321713921029
"1172",0.886254190655525
"1173",0.828972459705375
"1174",0.847911253959224
"1175",0.784306057990718
"1176",0.896081913826787
"1177",0.861930340445196
"1178",0.873053100506182
"1179",0.889490331889526
"1180",0.850667445626066
"1181",0.883325792678356
"1182",0.875237116150854
"1183",0.823593688913654
"1184",0.849144794797241
"1185",0.883248758805303
"1186",0.897953537658404
"1187",0.852243695190272
"1188",0.876128895355946
"1189",0.851090441454644
"1190",0.824323983925284
"1191",0.84739977618861
"1192",0.894600115091706
"1193",0.853312609151491
"1194",0.846914887601547
"1195",0.792248528260236
"1196",0.841592332516557
"1197",0.837173379232487
"1198",0.842527806527525
"1199",0.852730039974474
"1200",0.824760135485547
"1201",0.840382736066448
"1202",0.84792463759631
"1203",0.850665286884467
"1204",0.887354184347439
"1205",0.848563217237899
"1206",0.843324682300743
"1207",0.861333894429593
"1208",0.892722454560423
"1209",0.854539872507884
"1210",0.851734150874949
"1211",0.867805220929174
"1212",0.865970721005222
"1213",0.860050103441907
"1214",0.855692723927726
"1215",0.865200265564188
"1216",0.804111082333503
"1217",0.859695396120275
"1218",0.865642063562851
"1219",0.831539805827495
"1220",0.843441004103441
"1221",0.869787194698696
"1222",0.845554797412177
"1223",0.878790826942668
"1224",0.808448931655249
"1225",0.827402346218436
"1226",0.901947114615436
"1227",0.845317353390202
"1228",0.862845667098748
"1229",0.854109156367913
"1230",0.845471633402189
"1231",0.847317824095287
"1232",0.843479241627839
"1233",0.847542511692259
"1234",0.875164058787054
"1235",0.859515073684335
"1236",0.841801027489442
"1237",0.869050415842359
"1238",0.901284601687475
"1239",0.822235421758317
"1240",0.834426387110495
"1241",0.889887697553338
"1242",0.837431026343403
"1243",0.814148291288886
"1244",0.827498405492602
"1245",0.840874399730992
"1246",0.837938615235692
"1247",0.845646774064622
"1248",0.864482067809991
"1249",0.835876367986377
